Id_vente;id_bien;Date_mutation;Nature_mutation;Valeur fonciere;Surface Carrez ;Nombre pieces
7456;6645;2020-02-20;Vente;212000;105,13;5
7457;6646;2020-02-21;Vente;192600;81,83;4
7458;6647;2020-02-17;Vente;190000;87,51;4
7459;6580;2020-02-18;Vente;189600;63,68;3
7460;6648;2020-02-17;Vente;76000;38,3;2
7461;6649;2020-02-20;Vente;103000;48,55;2
7462;6650;2020-02-25;Vente;130580;30,08;3
7463;6651;2020-02-24;Vente;108750;33,01;1
7464;6594;2020-02-07;Vente;179150;56,01;3
7465;6652;2020-02-26;Vente;91000;23,28;2
7466;6653;2020-02-13;Vente;297650;89,12;4
7467;6654;2020-02-21;Vente;153170;73,21;3
7468;6655;2020-01-28;Vente;81800;18,73;1
7469;6656;2020-02-11;Vente;96500;32,65;2
7470;6657;2020-02-07;Vente;119000;49,27;3
7471;6658;2020-02-24;Vente;263570;65,82;3
7472;6659;2020-02-06;Vente;199000;83,86;4
7473;6660;2020-02-27;Vente;130000;56,62;4
7474;6568;2020-02-28;Vente;92000;29,81;2
7475;6661;2020-02-28;Vente;136000;37,16;3
7476;6662;2020-02-26;Vente;253000;77,74;4
7477;6663;2020-02-25;Vente;159000;67,03;3
7478;6664;2020-03-03;Vente;123000;40,07;2
7479;6665;2020-02-27;Vente;77500;37,78;2
7480;6666;2020-03-03;Vente;53000;23,11;1
7481;6667;2020-03-04;Vente;375431;121,5;4
7482;6668;2020-03-05;Vente;84000;66,84;4
7483;6669;2020-02-14;Vente;140000;65,85;2
7484;6670;2020-03-06;Vente;179800;57,99;3
7485;6671;2020-02-27;Vente;104000;69,84;3
7486;6672;2020-02-27;Vente;142000;29,87;2
7487;6673;2020-02-28;Vente;25800;66,12;2
7488;6674;2020-02-14;Vente;170000;98,58;5
7489;6675;2020-03-02;Vente;268400;81,42;4
7490;6610;2020-03-02;Vente;68000;30,64;2
7491;6676;2020-02-19;Vente;73000;47,25;3
7492;6677;2020-03-02;Vente;195000;112,9;4
7493;6678;2020-02-12;Vente;173000;54,46;2
7494;6679;2020-03-09;Vente;150000;44,31;2
7495;6680;2020-02-27;Vente;88000;87,82;3
7496;6681;2020-02-28;Vente;162800;44,03;2
7497;6682;2020-02-26;Vente;65030;19,31;1
7498;6683;2020-02-27;Vente;119000;42,1;2
7499;6684;2020-03-06;Vente;87500;29,46;2
7500;6685;2020-03-10;Vente;170050;84,55;4
7501;6686;2020-03-06;Vente;34000;30,49;2
7502;6687;2020-03-05;Vente;132200;21,86;1
7503;6688;2020-03-11;Vente;91260;19,52;1
7504;6689;2020-03-05;Vente;218500;43,46;2
7505;6690;2020-03-05;Vente;201000;96,76;4
7506;6691;2020-03-11;Vente;170900;67,74;3
7507;6692;2020-03-10;Vente;132500;46;2
7508;6693;2020-03-13;Vente;139070;50,89;1
7509;6665;2020-03-12;Vente;87500;30,25;2
7510;6694;2020-03-12;Vente;91200;30,61;2
7511;6695;2020-03-04;Vente;56500;22,62;1
7512;6683;2020-03-12;Vente;135000;43,71;2
7513;6581;2020-03-13;Vente;118000;62,3;3
7514;6696;2020-03-13;Vente;153350;51,26;3
7515;6564;2020-03-10;Vente;87600;43,13;2
7516;6697;2020-02-28;Vente;130000;58,76;3
7517;6698;2020-03-07;Vente;32000;46,01;2
7518;6699;2020-02-25;Vente;162000;45,35;2
7519;6620;2020-02-19;Vente;66200;18,05;1
7520;6700;2020-03-05;Vente;68150;47,85;3
7521;6682;2020-03-05;Vente;82000;18,14;1
7522;6701;2020-03-11;Vente;107000;101,54;2
7523;6702;2020-03-02;Vente;155000;91,77;3
7524;6703;2020-02-28;Vente;85940;75,05;4
7525;6594;2020-02-27;Vente;136600;37,48;2
7526;6704;2020-03-11;Vente;84900;19,29;1
7527;6705;2020-03-03;Vente;142650;45,34;2
7528;6706;2020-03-20;Vente;172000;42,39;2
7529;6707;2020-03-20;Vente;5000;20,5;1
7530;6708;2020-03-16;Vente;232750;78,17;4
7531;6709;2020-03-27;Vente;92280;49,66;2
7532;6710;2020-03-20;Vente;99000;25,74;2
7533;6711;2020-03-16;Vente;147300;34,88;2
7534;6712;2020-03-12;Vente;277000;83,02;3
7535;6713;2020-03-27;Vente;166347;64,52;3
7536;6714;2020-03-27;Vente;142670;77,26;4
7537;6715;2020-03-27;Vente;179550;57,63;3
7538;6716;2020-03-27;Vente;93740;42,02;1
7539;6717;2020-03-27;Vente;15000;10,58;1
7540;6650;2020-03-12;Vente;143400;31,5;3
7541;6718;2020-03-17;Vente;102400;43,9;2
7542;6719;2020-03-09;Vente;175000;50,57;2
7543;6720;2020-03-04;Vente;152000;45,13;2
7544;6721;2020-03-06;Vente;96000;33,21;1
7545;6722;2020-03-12;Vente;105925;27,04;2
7546;6723;2020-03-10;Vente;101000;54,8;2
7547;6724;2020-03-10;Vente;200000;239,05;2
7548;6725;2020-03-31;Vente;132220;57,74;3
7549;6726;2020-03-16;Vente;187000;104,21;4
7550;6727;2020-03-09;Vente;166000;48,21;3
7551;6728;2020-03-30;Vente;61600;19,85;1
7552;6729;2020-04-14;Vente;209370;60,85;3
7553;6730;2020-04-10;Vente;104550;29,23;3
7554;6731;2020-04-10;Vente;131131;74,46;3
7555;6564;2020-04-15;Vente;150975;73,85;5
7556;6732;2020-04-08;Vente;275000;61,79;3
7557;6733;2020-04-29;Vente;29435;47,17;3
7558;6733;2020-04-29;Vente;65560;41,46;1
7559;6734;2020-04-30;Vente;89900;54,64;3
7560;6735;2020-04-20;Vente;508000;50,3;3
7561;6736;2020-05-07;Vente;64000;57,6;3
7562;6737;2020-05-11;Vente;134480;52,4;3
7563;6738;2020-04-17;Vente;116000;52,44;1
7564;6739;2020-05-13;Vente;205000;70,25;2
7565;6740;2020-05-13;Vente;141500;57,58;3
7566;6741;2020-05-25;Vente;88000;21,04;1
7567;6742;2020-05-28;Vente;149900;62,5;3
7568;6743;2020-05-15;Vente;229000;91,55;4
7569;6744;2020-05-18;Vente;48500;53,85;2
7570;6745;2020-04-30;Vente;126100;46,28;2
7571;6746;2020-04-30;Vente;169000;90,25;5
7572;6586;2020-05-04;Vente;180920;47,6;3
7573;6747;2020-05-26;Vente;182000;70,09;3
7574;6591;2020-05-18;Vente;119300;28,9;2
7575;6748;2020-06-02;Vente;85000;42,57;2
7576;6749;2020-05-15;Vente;65000;37,31;2
7577;6750;2020-05-19;Vente;91000;55,6;4
7578;6751;2020-05-20;Vente;200000;83,02;4
7579;6752;2020-05-20;Vente;129000;79,67;5
7580;6753;2020-04-30;Vente;410150;124,35;3
7581;6633;2020-05-26;Vente;43000;32,93;1
7582;6754;2020-05-29;Vente;127000;58,88;3
7583;6755;2020-05-27;Vente;220000;76,95;4
7584;6756;2020-06-02;Vente;62180;30,44;1
7585;6757;2020-05-11;Vente;83000;45,18;2
7586;6758;2020-05-28;Vente;185000;68,35;3
7587;6759;2020-05-15;Vente;161500;120,14;4
7588;6581;2020-05-29;Vente;81000;41,58;2
7589;6722;2020-05-20;Vente;43333;29,25;2
7590;6760;2020-05-14;Vente;242000;96,8;6
7591;6761;2020-05-26;Vente;531500;137,87;3
7592;6762;2020-05-26;Vente;158000;61,71;3
7593;6763;2020-06-03;Vente;86000;32,3;2
7594;6764;2020-05-20;Vente;243000;80,89;3
7595;6765;2020-05-29;Vente;122400;34,77;1
7596;6766;2020-05-15;Vente;111900;20,9;1
7597;6767;2020-06-03;Vente;85000;24,7;2
7598;6768;2020-05-14;Vente;150818;39,88;2
7599;6769;2020-05-15;Vente;44455;46,04;2
7600;6770;2020-06-02;Vente;82000;39,48;3
7601;6771;2020-06-02;Vente;118500;30,61;2
7602;6772;2020-06-08;Vente;87400;29,24;2
7603;6709;2020-06-12;Vente;115000;49,25;2
7604;6773;2020-05-27;Vente;54401;19,8;1
7605;6774;2020-05-29;Vente;108700;61,26;3
7606;6775;2020-05-25;Vente;207155;63,28;3
7607;6776;2020-05-20;Vente;192000;121,33;4
7608;6609;2020-05-19;Vente;167000;48,27;2
7609;6777;2020-05-28;Vente;166520;54,37;3
7610;6778;2020-06-05;Vente;125000;56,84;3
7611;6564;2020-06-11;Vente;80000;52,81;3
7612;6779;2020-05-20;Vente;119845;40,74;1
7613;6780;2020-06-05;Vente;227500;111,12;3
7614;6781;2020-06-10;Vente;101750;41,71;2
7615;6575;2020-05-26;Vente;62000;30,53;2
7616;6782;2020-05-27;Vente;83000;53,55;3
7617;6783;2020-06-15;Vente;160850;59,72;3
7618;6784;2020-06-15;Vente;248130;70,5;3
7619;6785;2020-06-05;Vente;63700;31,32;2
7620;6786;2020-05-29;Vente;116220;63,18;3
7621;6787;2020-06-12;Vente;89500;61,9;3
7622;6601;2020-06-05;Vente;126530;44,96;4
7623;6788;2020-06-08;Vente;153750;37,91;2
7624;6789;2020-06-05;Vente;52000;46,15;3
7625;6790;2020-06-24;Vente;136280;47,05;2
7626;6791;2020-06-12;Vente;55000;48,93;3
7627;6594;2020-06-09;Vente;146200;37,13;3
7628;6792;2020-06-11;Vente;45000;18,26;1
7629;6594;2020-06-06;Vente;145300;32,77;2
7630;6564;2020-06-26;Vente;63500;51,83;2
7631;6575;2020-06-10;Vente;67500;29,65;2
7632;6793;2020-06-24;Vente;160000;80,57;3
7633;6794;2020-06-19;Vente;193000;54,14;3
7634;6795;2020-06-15;Vente;147000;66,07;3
7635;6796;2020-06-16;Vente;146300;36,36;3
7636;6797;2020-06-16;Vente;74000;73,79;2
7637;6798;2020-06-24;Vente;275000;84,45;4
7638;6799;2020-06-30;Vente;94310;35,26;2
7639;6800;2020-06-29;Vente;85500;46,71;3
7640;6696;2020-06-30;Vente;100000;33,7;2
7641;6801;2020-06-15;Vente;84000;24,88;2
7642;6802;2020-06-15;Vente;85000;73,19;4
7643;6803;2020-06-11;Vente;433620;84,66;3
7644;6758;2020-06-19;Vente;208750;110,25;4
7645;6804;2020-06-24;Vente;280000;94,9;4
7646;6805;2020-06-25;Vente;75000;42,38;1
7647;6696;2020-06-19;Vente;150000;57,8;3
7648;6806;2020-06-03;Vente;160000;46,8;2
7649;6807;2020-06-18;Vente;153500;62,68;3
7650;6808;2020-06-23;Vente;218000;117,35;3
7651;6809;2020-06-26;Vente;166000;44,55;2
7652;6810;2020-06-29;Vente;120700;44,17;2
7653;6811;2020-06-26;Vente;142000;60,35;3
7654;6812;2020-06-29;Vente;99400;60,94;3
7655;6813;2020-06-18;Vente;116900;62,69;2
7656;6814;2020-06-18;Vente;148800;12;3
7657;6815;2020-06-19;Vente;158000;63,85;3
7658;6816;2020-06-30;Vente;70000;40,05;1
7659;6817;2020-01-10;Vente;141000;43,1;3
7660;6818;2020-01-13;Vente;40000;122,85;1
7661;6819;2020-01-10;Vente;83000;78,95;5
7662;6820;2020-01-10;Vente;86650;38,59;2
7663;6821;2020-01-27;Vente;93000;32,66;2
7664;6822;2020-02-04;Vente;96000;35,89;2
7665;6823;2020-02-14;Vente;217000;109,01;5
7666;6824;2020-01-06;Vente;46000;23,7;1
7667;6825;2020-01-10;Vente;86500;30,37;2
7668;6826;2020-01-14;Vente;48300;18;1
7669;6827;2020-01-14;Vente;39500;19,59;1
7670;6828;2020-01-02;Vente;108100;68,22;3
7671;6829;2020-01-02;Vente;163870;51,4;2
7672;6830;2020-01-17;Vente;44500;23,06;2
7673;6831;2020-01-24;Vente;452000;137,03;6
7674;6832;2020-01-30;Vente;51000;29,36;1
7675;6833;2020-01-29;Vente;135000;34,52;2
7676;6834;2020-01-17;Vente;172193;72,76;1
7677;6835;2020-01-13;Vente;105970;23,42;2
7678;6836;2020-02-05;Vente;67000;56,31;1
7679;6837;2020-01-31;Vente;176000;52,38;3
7680;6838;2020-02-07;Vente;42700;20,91;1
7681;6839;2020-02-11;Vente;89400;40,45;2
7682;6840;2020-02-05;Vente;111000;63,91;3
7683;6841;2020-02-11;Vente;49300;18,31;1
7684;6842;2020-01-27;Vente;98000;25,56;2
7685;6843;2020-02-14;Vente;89820;27,39;2
7686;6844;2020-02-18;Vente;167000;73,96;3
7687;6845;2020-02-24;Vente;110000;39,13;3
7688;6846;2020-03-03;Vente;10000;36,8;2
7689;6847;2020-03-04;Vente;43700;24,19;1
7690;6848;2020-02-27;Vente;71800;20,45;1
7691;6849;2020-02-28;Vente;249850;83,37;3
7692;6850;2020-03-02;Vente;126000;107,77;4
7693;6851;2020-03-09;Vente;55170;21,27;2
7694;6852;2020-03-10;Vente;165000;24,92;1
7695;6853;2020-03-10;Vente;130000;35,29;1
7696;6839;2020-03-05;Vente;77000;40;2
7697;6854;2020-03-09;Vente;61960;31,96;2
7698;6855;2020-03-12;Vente;98000;32,73;3
7699;6856;2020-02-27;Vente;59000;18,57;1
7700;6857;2020-03-16;Vente;146000;50,77;3
7701;6858;2020-03-09;Vente;80450;30,33;4
7702;6859;2020-02-27;Vente;129150;65,79;3
7703;6860;2020-03-12;Vente;86311;31,76;3
7704;6861;2020-03-26;Vente;64750;17,64;1
7705;6856;2020-03-16;Vente;66000;19,2;1
7706;6862;2020-03-13;Vente;43000;71,45;4
7707;6863;2020-03-23;Vente;60000;21,09;1
7708;6864;2020-03-27;Vente;89540;25,91;2
7709;6865;2020-03-02;Vente;119000;128;3
7710;6866;2020-03-06;Vente;143850;39,34;3
7711;6867;2020-03-20;Vente;84750;54,04;2
7712;6868;2020-03-02;Vente;69000;31,15;2
7713;6869;2020-04-03;Vente;45500;79,71;3
7714;6870;2020-03-24;Vente;58000;36,35;2
7715;6871;2020-04-15;Vente;281000;96,35;4
7716;6872;2020-03-25;Vente;179820;50,09;3
7717;6873;2020-03-31;Vente;34800;10,2;1
7718;6874;2020-03-10;Vente;182500;81,95;4
7719;6875;2020-03-12;Vente;25500;31,28;2
7720;6876;2020-04-17;Vente;80000;20,43;2
7721;6877;2020-04-27;Vente;60200;48,25;3
7722;6878;2020-04-23;Vente;111570;93,32;3
7723;6879;2020-04-03;Vente;135000;35,94;3
7724;6880;2020-04-07;Vente;74005;27,97;2
7725;6879;2020-04-28;Vente;144270;52,36;3
7726;6881;2020-05-04;Vente;99000;69,44;3
7727;6825;2020-05-07;Vente;52900;25,84;2
7728;6882;2020-05-07;Vente;128800;29,62;2
7729;6883;2020-05-11;Vente;75100;30,3;2
7730;6878;2020-04-30;Vente;82751;74,55;3
7731;6884;2020-05-04;Vente;135000;60,33;3
7732;6885;2020-04-30;Vente;197000;54,11;3
7733;6886;2020-04-29;Vente;41000;19,95;1
7734;6887;2020-04-23;Vente;56000;72,51;4
7735;6888;2020-05-15;Vente;124000;48,49;3
7736;6889;2020-05-14;Vente;94000;38,87;2
7737;6890;2020-04-27;Vente;91000;80,27;3
7738;6891;2020-05-22;Vente;43000;25,58;2
7739;6892;2020-05-20;Vente;9000;17,72;1
7740;6893;2020-04-30;Vente;240000;65,34;3
7741;6894;2020-05-20;Vente;138000;65,35;3
7742;6895;2020-05-14;Vente;181000;119,51;3
7743;6896;2020-05-14;Vente;225000;110,69;5
7744;6848;2020-05-15;Vente;81350;30,35;2
7745;6897;2020-04-30;Vente;82343;45,94;2
7746;6898;2020-04-27;Vente;38500;34,53;2
7747;6899;2020-05-22;Vente;190000;56,26;3
7748;6839;2020-04-30;Vente;80000;48,85;1
7749;6900;2020-05-22;Vente;91500;39,65;2
7750;6901;2020-05-18;Vente;76500;26,47;2
7751;6902;2020-05-22;Vente;43962;20,16;1
7752;6903;2020-05-22;Vente;54400;25,47;2
7753;6904;2020-05-19;Vente;66500;23,6;1
7754;6905;2020-05-04;Vente;57955;20,57;1
7755;6906;2020-05-25;Vente;94440;27,22;2
7756;6907;2020-05-29;Vente;85500;30,79;2
7757;6908;2020-05-28;Vente;68000;26,42;1
7758;6909;2020-05-28;Vente;107000;107,4;5
7759;6910;2020-05-12;Vente;52500;45,43;2
7760;6911;2020-06-03;Vente;89335;25,3;2
7761;6912;2020-05-19;Vente;84500;67,17;3
7762;6913;2020-05-11;Vente;72000;84,67;4
7763;6914;2020-05-07;Vente;53200;24,02;1
7764;6915;2020-05-25;Vente;72000;30,03;2
7765;6916;2020-05-28;Vente;58500;22,84;1
7766;6917;2020-05-28;Vente;83500;31,24;2
7767;6918;2020-05-29;Vente;39000;18,18;1
7768;6919;2020-05-29;Vente;47000;22;1
7769;6920;2020-05-28;Vente;60501;20,96;2
7770;6921;2020-05-29;Vente;118000;20,97;2
7771;6922;2020-05-29;Vente;184500;29,81;1
7772;6923;2020-06-11;Vente;109880;33,16;3
7773;6923;2020-06-15;Vente;103000;32,68;3
7774;6924;2020-05-29;Vente;40000;42,77;2
7775;6925;2020-05-25;Vente;91340;21,51;1
7776;6926;2020-05-25;Vente;76600;18,8;2
7777;6927;2020-06-03;Vente;300000;95;3
7778;6928;2020-06-10;Vente;108500;38,99;2
7779;6929;2020-06-03;Vente;93000;56,68;3
7780;6930;2020-05-22;Vente;80000;76,46;5
7781;6931;2020-06-05;Vente;72400;26,02;2
7782;6932;2020-06-08;Vente;69473;33;2
7783;6906;2020-06-11;Vente;91000;28,63;2
7784;6872;2020-06-10;Vente;119000;26,7;1
7785;6933;2020-05-22;Vente;81995;19,71;1
7786;6934;2020-05-25;Vente;64940;24,86;1
7787;6935;2020-06-15;Vente;63173;26,13;1
7788;6936;2020-06-11;Vente;58000;19,41;1
7789;6937;2020-06-11;Vente;92984;37,62;2
7790;6938;2020-06-12;Vente;74000;22,13;2
7791;6939;2020-06-12;Vente;62880;19,57;2
7792;6940;2020-06-15;Vente;65000;60,29;3
7793;6941;2020-05-26;Vente;104000;31,79;2
7794;6942;2020-06-12;Vente;108000;62,48;4
7795;6943;2020-06-16;Vente;128250;76,11;3
7796;6944;2020-06-17;Vente;191550;71,01;3
7797;6945;2020-06-16;Vente;48862;23,63;1
7798;6946;2020-06-15;Vente;73500;47,26;2
7799;6947;2020-06-19;Vente;219000;55,56;4
7800;6920;2020-06-18;Vente;56522;20,39;2
7801;6948;2020-06-24;Vente;163000;37,53;3
7802;6949;2020-06-16;Vente;55000;34,3;2
7803;6950;2020-06-12;Vente;41500;20,93;1
7804;6951;2020-06-29;Vente;50100;30,73;2
7805;6902;2020-06-29;Vente;40000;27,08;1
7806;6952;2020-06-25;Vente;84700;29,9;1
7807;6953;2020-06-17;Vente;304000;82,44;4
7808;6954;2020-06-26;Vente;87000;50,09;2
7809;6911;2020-06-22;Vente;135200;52,3;3
7810;6955;2020-06-29;Vente;81000;22,68;2
7811;6956;2020-06-26;Vente;145500;47,69;3
7812;6957;2020-06-22;Vente;81731;25,57;2
7813;6958;2020-06-12;Vente;147500;14,18;1
7814;6959;2020-06-30;Vente;192000;74,05;4
7815;6960;2020-06-29;Vente;152000;59,42;3
7816;6961;2020-06-26;Vente;104000;27,2;2
7817;6962;2020-06-30;Vente;102972;38,85;2
7818;6963;2020-04-15;Vente;114500;36,43;2
7819;6964;2020-06-30;Vente;79000;43,5;3
7820;6965;2020-06-24;Vente;384800;59;3
7821;6956;2020-06-30;Vente;116000;120,38;3
7822;6966;2020-01-06;Vente;360000;56,15;3
7823;6967;2020-01-08;Vente;160000;62,91;3
7824;6968;2020-01-17;Vente;161000;83,56;4
7825;6969;2020-01-13;Vente;149500;63,37;4
7826;6970;2020-01-28;Vente;245000;83,67;4
7827;6971;2020-01-09;Vente;188035;76,74;4
7828;6972;2020-01-27;Vente;243500;36,72;1
7829;6973;2020-01-27;Vente;150500;67,8;3
7830;6974;2020-01-06;Vente;33000;16,54;1
7831;6975;2020-01-14;Vente;96100;26;1
7832;6976;2020-01-21;Vente;162000;65,65;3
7833;6977;2020-01-13;Vente;315458;140;6
7834;6978;2020-01-24;Vente;133600;39,88;2
7835;6979;2020-01-13;Vente;158000;64,82;3
7836;6980;2020-01-15;Vente;195000;78,72;4
7837;6981;2020-01-15;Vente;150000;45,75;2
7838;6982;2020-01-21;Vente;243600;59,86;3
7839;6983;2020-01-09;Vente;166900;41,46;2
7840;6984;2020-01-13;Vente;239000;48,49;3
7841;6985;2020-01-17;Vente;84900;22,83;1
7842;6986;2020-01-16;Vente;52500;9,65;1
7843;6987;2020-01-22;Vente;204000;71,11;3
7844;6988;2020-01-22;Vente;162330;64,88;3
7845;6989;2020-01-20;Vente;164000;36,86;1
7846;6990;2020-01-24;Vente;144500;51,15;2
7847;6991;2020-01-24;Vente;85000;27,82;1
7848;6992;2020-01-16;Vente;306500;91,86;4
7849;6993;2020-01-31;Vente;78000;46,41;2
7850;6994;2020-01-23;Vente;151387;63,8;3
7851;6995;2020-02-06;Vente;62500;17,9;1
7852;6996;2020-02-03;Vente;175345;37;2
7853;6997;2020-01-27;Vente;280850;69,49;4
7854;6998;2020-01-24;Vente;103711;48,55;2
7855;6999;2020-01-27;Vente;116000;33,21;2
7856;6995;2020-01-23;Vente;58500;18,1;1
7857;7000;2020-02-11;Vente;185000;58,2;3
7858;7001;2020-01-28;Vente;115700;39,15;2
7859;7002;2020-01-30;Vente;195700;63,88;3
7860;7003;2020-02-03;Vente;130000;41;2
7861;7004;2020-02-08;Vente;52000;11,2;1
7862;7005;2020-01-23;Vente;200100;45,43;2
7863;7004;2020-01-20;Vente;57500;10,05;1
7864;7006;2020-01-31;Vente;91500;20,09;1
7865;7007;2020-02-11;Vente;328500;77,5;2
7866;7008;2020-01-30;Vente;119900;29;1
7867;7009;2020-01-28;Vente;194430;81,1;4
7868;7010;2020-01-24;Vente;104820;41,28;2
7869;7011;2020-02-07;Vente;86500;25,48;1
7870;7012;2020-02-06;Vente;112500;29,68;1
7871;7013;2020-02-06;Vente;40000;41,55;2
7872;7014;2020-02-07;Vente;302000;93,84;4
7873;7015;2020-01-31;Vente;82000;35,37;1
7874;7016;2020-02-13;Vente;187863;64,55;3
7875;7017;2020-02-06;Vente;43500;9,2;1
7876;7018;2020-01-30;Vente;120000;36,01;2
7877;7019;2020-02-05;Vente;87500;25,58;1
7878;7020;2020-02-07;Vente;115000;59,21;2
7879;7021;2020-02-18;Vente;77500;24,18;1
7880;7022;2020-02-07;Vente;166000;59,59;3
7881;7023;2020-02-14;Vente;160000;63,02;3
7882;7024;2020-02-04;Vente;145800;57,32;2
7883;7025;2020-02-06;Vente;447916;83,04;4
7884;7026;2020-02-07;Vente;180000;82,26;5
7885;7027;2020-02-03;Vente;258360;75,31;3
7886;7028;2020-02-14;Vente;250600;97,51;5
7887;7029;2020-02-13;Vente;136000;44,63;2
7888;7030;2020-02-24;Vente;203000;88,5;5
7889;7031;2020-01-31;Vente;56000;15,77;1
7890;7032;2020-02-12;Vente;121000;43,9;2
7891;7033;2020-02-07;Vente;122000;49,11;2
7892;7034;2020-02-18;Vente;142500;51,47;3
7893;7035;2020-02-18;Vente;301300;74,09;3
7894;7036;2020-02-28;Vente;462000;111,3;5
7895;7037;2020-02-25;Vente;180000;65,9;3
7896;7038;2020-02-12;Vente;151668;66,6;3
7897;7039;2020-02-11;Vente;94000;22,64;1
7898;7040;2020-02-13;Vente;217850;53,03;3
7899;7041;2020-02-17;Vente;150500;44,76;2
7900;7042;2020-02-20;Vente;124000;62,06;3
7901;7043;2020-02-25;Vente;149635;26,55;2
7902;7044;2020-02-20;Vente;48000;10,41;1
7903;7045;2020-02-24;Vente;288500;93;5
7904;7046;2020-02-17;Vente;157000;58,23;3
7905;7047;2020-02-28;Vente;111900;52,74;2
7906;7048;2020-02-26;Vente;179425;36,3;1
7907;7049;2020-02-20;Vente;113500;43,58;2
7908;7050;2020-03-11;Vente;55980;9,03;1
7909;7051;2020-02-28;Vente;76375;94,69;5
7910;7052;2020-03-11;Vente;112000;42,33;2
7911;7053;2020-03-12;Vente;195000;64,76;3
7912;7054;2020-03-09;Vente;190000;73,57;3
7913;7055;2020-03-11;Vente;367800;80,73;4
7914;7056;2020-03-02;Vente;215000;78,06;4
7915;7057;2020-03-16;Vente;185000;63,06;3
7916;7058;2020-03-12;Vente;90500;18,67;2
7917;7059;2020-03-18;Vente;140000;64;3
7918;7060;2020-03-12;Vente;210000;111,81;5
7919;7061;2020-04-09;Vente;215300;84,08;4
7920;7062;2020-04-08;Vente;106270;20,21;1
7921;7063;2020-04-02;Vente;368000;107,16;5
7922;7064;2020-03-10;Vente;68000;13,63;1
7923;7065;2020-03-17;Vente;185373;45,55;2
7924;7066;2020-04-17;Vente;155000;79,17;4
7925;7067;2020-03-19;Vente;396155;89,67;4
7926;7068;2020-04-16;Vente;77000;16,89;1
7927;7069;2020-04-08;Vente;145992;64,53;3
7928;7070;2020-03-31;Vente;122000;45,92;2
7929;7071;2020-03-31;Vente;163800;62,86;3
7930;7072;2020-03-31;Vente;211500;37,1;1
7931;7073;2020-04-01;Vente;166000;62,19;3
7932;7013;2020-04-17;Vente;10000;62,19;3
7933;7074;2020-03-27;Vente;341000;92,61;4
7934;7075;2020-03-24;Vente;136200;20,7;1
7935;7076;2020-04-17;Vente;112000;35,02;2
7936;7077;2020-03-24;Vente;138100;76,45;4
7937;6973;2020-04-27;Vente;133600;68,1;3
7938;7078;2020-04-28;Vente;119000;64,53;3
7939;7079;2020-04-10;Vente;241000;66,46;3
7940;7080;2020-04-10;Vente;78600;19,46;1
7941;7081;2020-04-09;Vente;538;2,1;3
7942;7082;2020-04-10;Vente;99000;38,02;2
7943;7083;2020-04-20;Vente;143154;66,4;3
7944;7084;2020-05-04;Vente;144000;57,27;3
7945;7085;2020-04-09;Vente;232500;47,19;2
7946;7086;2020-04-23;Vente;204000;58,97;3
7947;7087;2020-05-12;Vente;118850;58,83;3
7948;7088;2020-04-30;Vente;173800;63;3
7949;7089;2020-04-16;Vente;79500;14,54;1
7950;7071;2020-04-28;Vente;164900;62,35;3
7951;7090;2020-05-13;Vente;207000;66,66;3
7952;7091;2020-05-15;Vente;125000;40,51;2
7953;7092;2020-04-28;Vente;239500;70,48;3
7954;7093;2020-05-05;Vente;176000;47,06;2
7955;7094;2020-02-27;Vente;187400;65,96;3
7956;7095;2020-03-05;Vente;195000;99,37;3
7957;7096;2020-05-22;Vente;184990;55,37;3
7958;7069;2020-05-15;Vente;143000;47,77;2
7959;7097;2020-05-15;Vente;273750;90,63;5
7960;7098;2020-05-14;Vente;78000;31,19;3
7961;7099;2020-05-22;Vente;146970;28,38;1
7962;7100;2020-04-29;Vente;538500;119,14;5
7963;7101;2020-05-13;Vente;120000;46,64;2
7964;7102;2020-05-15;Vente;80400;30,68;1
7965;7103;2020-05-28;Vente;323263;92,01;4
7966;7104;2020-05-26;Vente;258000;106,1;3
7967;7105;2020-05-12;Vente;200000;77,87;4
7968;7106;2020-05-18;Vente;115000;51,28;2
7969;7107;2020-05-18;Vente;180000;80,32;4
7970;7108;2020-05-26;Vente;74550;18,03;1
7971;7109;2020-04-30;Vente;123750;48,2;2
7972;7110;2020-05-20;Vente;216420;64,41;3
7973;7111;2020-05-25;Vente;123150;43,58;2
7974;7112;2020-05-27;Vente;82250;26,71;1
7975;7113;2020-05-29;Vente;242500;28,73;5
7976;7114;2020-05-18;Vente;144500;61,77;3
7977;7115;2020-05-15;Vente;170000;71,12;3
7978;7116;2020-05-20;Vente;77100;22,9;2
7979;7117;2020-05-29;Vente;272000;54,08;2
7980;7118;2020-06-02;Vente;400305;84,52;4
7981;7119;2020-06-04;Vente;415833;88,43;5
7982;7120;2020-05-29;Vente;162000;81,22;4
7983;7121;2020-05-30;Vente;189000;64,78;4
7984;7122;2020-05-15;Vente;116000;23,1;1
7985;7123;2020-05-19;Vente;131500;37,66;2
7986;7124;2020-05-13;Vente;163000;54,4;3
7987;7125;2020-05-22;Vente;70050;33,57;2
7988;7126;2020-05-15;Vente;232300;71,59;3
7989;7125;2020-05-22;Vente;75350;38,48;2
7990;7127;2020-05-14;Vente;179000;70,09;4
7991;7128;2020-05-29;Vente;190000;103,72;5
7992;7129;2020-06-04;Vente;246000;78,1;4
